a|/ə/
self-respect|/ˌself rɪˈspekt/
gate-money|/ˈɡeɪt mʌni/
bed-rest|/ˈbed rest/
salad-bar|/ˈsæləd bɑː(r)/
racket-abuse|/ˈrækɪt əbjuːs/
nation-state|/ˌneɪʃn ˈsteɪt/
self-criticism|/ˌself ˈkrɪtɪsɪzəm/
nautical-mile|/ˌnɔːtɪkl ˈmaɪl/
global-warming|/ˌɡləʊbl ˈwɔːmɪŋ/
political-scientist|/pəˌlɪtɪkl ˈsaɪəntɪst/
washing-line|/ˈwɒʃɪŋ laɪn/
drum-roll|/ˈdrʌm rəʊl/
real-life|/ˌriːəl ˈlaɪf/
chromium-steel|/ˌkrəʊmiəm ˈstiːl/
bureau-de-change|/ˌbjʊərəʊ də ˈʃɑːnʒ/
cold-war|/ˌkəʊld ˈwɔː(r)/
blood-group|/ˈblʌd ɡruːp/
cost-centre|/ˈkɒst sentə(r)/
time-warp|/ˈtaɪm wɔːp/
side-plate|/ˈsaɪd pleɪt/
chemistry-set|/ˈkemɪstri set/
magnetic-media|/mæɡˌnetɪk ˈmiːdiə/
school-uniform|/ˌskuːl ˈjuːnɪfɔːm/
debt-ceiling|/ˈdet siːlɪŋ/
e-cash|/ˈiː kæʃ/
mixed-message|/ˌmɪkst ˈmesɪdʒ/
guard-dog|/ˈɡɑːd dɒɡ/
white-elephant|/ˌwaɪt ˈelɪfənt/
post-industrial|/ˌpəʊst ɪnˈdʌstriəl/
seed-money|/ˈsiːd mʌni/
dotted-line|/ˌdɒtɪd ˈlaɪn/
power-shower|/ˈpaʊə ʃaʊə(r)/
spirit-gum|/ˈspɪrɪt ɡʌm/
face-painting|/ˈfeɪs peɪntɪŋ/
drag-queen|/ˈdræɡ kwiːn/
fuel-poverty|/ˈfjuːəl pɒvəti/
natural-science|/ˌnætʃrəl ˈsaɪəns/
open-carry|/ˌəʊpən ˈkæri/
full-back|/ˈfʊl bæk/
sex-change|/ˈseks tʃeɪndʒ/
first-fruit|/ˈfɜːst fruːt/
top-dog|/ˌtɒp ˈdɒɡ/
front-runner|/ˌfrʌnt ˈrʌnə(r)/
camel-hair|/ˈkæml heə(r)/
family-friendly|/ˌfæməli ˈfrendli/
special-pleading|/ˌspeʃl ˈpliːdɪŋ/
self-help|/ˌself ˈhelp/
clearing-house|/ˈklɪərɪŋ haʊs/
wh-question|/ˌdʌbljuː ˈeɪtʃ kwestʃən/
multi-access|/ˌmʌlti ˈækses/
stir-fry|/ˈstɜː fraɪ/
voodoo-doll|/ˈvuːduː dɒl/
office-holder|/ˈɒfɪs həʊldə(r)/
one-dimensional|/ˌwʌn daɪˈmenʃənl/
honest-to-goodness|/ˌɒnɪst tə ˈɡʊdnəs/
savings-account|/ˈseɪvɪŋz əkaʊnt/
score-sheet|/ˈskɔː ʃiːt/
think-tank|/ˈθɪŋk tæŋk/
heart-rending|/ˈhɑːt rendɪŋ/
fist-pump|/ˈfɪst pʌmp/
class-action|/ˌklɑːs ˈækʃn/
out-of-town|/ˌaʊt əv ˈtaʊn/
gear-lever|/ˈɡɪə liːvə(r)/
desk-job|/ˈdesk dʒɒb/
bell-ringer|/ˈbel rɪŋə(r)/
light-aircraft|/ˌlaɪt ˈeəkrɑːft/
assisted-dying|/əˌsɪstɪd ˈdaɪɪŋ/
car-coat|/ˈkɑː kəʊt/
deep-pockets|/ˌdiːp ˈpɒkɪts/
chief-justice|/ˌtʃiːf ˈdʒʌstɪs/
interior-design|/ɪnˌtɪəriə dɪˈzaɪn/
fair-minded|/ˌfeə ˈmaɪndɪd/
dark-meat|/ˈdɑːk miːt/
cowl-neck|/ˈkaʊl nek/
genetic-fingerprinting|/dʒəˌnetɪk ˈfɪŋɡəprɪntɪŋ/
baby-grand|/ˌbeɪbi ˈɡrænd/
tactical-voting|/ˌtæktɪkl ˈvəʊtɪŋ/
mini-pill|/ˈmɪni pɪl/
ripple-effect|/ˈrɪpl ɪfekt/
no-show|/ˌnəʊ ˈʃəʊ/
motor-racing|/ˈməʊtə reɪsɪŋ/
running-sore|/ˌrʌnɪŋ ˈsɔː(r)/
internal-market|/ɪnˌtɜːnl ˈmɑːkɪt/
goldfish-bowl|/ˈɡəʊldfɪʃ bəʊl/
small-beer|/ˌsmɔːl ˈbɪə(r)/
short-ribs|/ˈʃɔːt rɪbz/
tea-biscuit|/ˈtiː bɪskɪt/
ski-jump|/ˈskiː dʒʌmp/
net-zero|/ˌnet ˈzɪərəʊ/
bowie-knife|/ˈbəʊi naɪf/
double-glaze|/ˌdʌbl ˈɡleɪz/
quad-bike|/ˈkwɒd baɪk/
sash-cord|/ˈsæʃ kɔːd/
sugar-free|/ˌʃʊɡə ˈfriː/
saving-grace|/ˌseɪvɪŋ ˈɡreɪs/
dance-hall|/ˈdɑːns hɔːl/
water-soluble|/ˌwɔːtə ˈsɒljəbl/
safe-haven|/ˌseɪf ˈheɪvn/
suspended-sentence|/səˌspendɪd ˈsentəns/
pigeon-toed|/ˌpɪdʒɪn ˈtəʊd/
justifiable-homicide|/ˌdʒʌstɪfaɪəbl ˈhɒmɪsaɪd/
air-kiss|/ˈeə kɪs/
hazmat-suit|/ˈhæzmæt suːt/
second-class|/ˌsekənd ˈklɑːs/
style-sheet|/ˈstaɪl ʃiːt/
first-class|/ˌfɜːst ˈklɑːs/
tuning-fork|/ˈtjuːnɪŋ fɔːk/
curtain-raiser|/ˈkɜːtn reɪzə(r)/
toilet-soap|/ˈtɔɪlət səʊp/
sea-salt|/ˈsiː sɔːlt/
hair-shirt|/ˌheə ˈʃɜːt/
focal-point|/ˈfəʊkl pɔɪnt/
hit-list|/ˈhɪt lɪst/
horse-chestnut|/ˌhɔːs ˈtʃesnʌt/
stately-home|/ˌsteɪtli ˈhəʊm/
black-lung|/ˌblæk ˈlʌŋ/
face-powder|/ˈfeɪs paʊdə(r)/
pyjama-day|/pəˈdʒɑːmə deɪ/
barrier-method|/ˈbæriə meθəd/
lime-water|/ˈlaɪm wɔːtə(r)/
metropolitan-county|/ˌmetrəpɒlɪtən ˈkaʊnti/
branding-iron|/ˈbrændɪŋ aɪən/
roller-skate|/ˈrəʊlə skeɪt/
wardrobe-mistress|/ˈwɔːdrəʊb mɪstrəs/
ginger-beer|/ˌdʒɪndʒə ˈbɪə(r)/
rent-free|/ˌrent ˈfriː/
rough-justice|/ˌrʌf ˈdʒʌstɪs/
country-cousin|/ˌkʌntri ˈkʌzn/
compassionate-leave|/kəmˌpæʃənət ˈliːv/
industrial-park|/ɪnˈdʌstriəl pɑːk/
blood-relation|/ˈblʌd rɪleɪʃn/
boy-toy|/ˈbɔɪ tɔɪ/
kick-start|/ˈkɪk stɑːt/
sit-down|NA
tongue-tied|/ˈtʌŋ taɪd/
scheduled-flight|/ˈʃedjuːld flaɪt/
handy-dandy|/ˌhændi ˈdændi/
moot-court|/ˈmuːt kɔːt/
carbon-dioxide|/ˌkɑːbən daɪˈɒksaɪd/
board-game|/ˈbɔːd ɡeɪm/
black-pepper|/ˌblæk ˈpepə(r)/
love-seat|/ˈlʌv siːt/
sock-puppet|/ˈsɒk pʌpɪt/
council-tax|/ˈkaʊnsl tæks/
water-jump|/ˈwɔːtə dʒʌmp/
payday-lending|/ˌpeɪdeɪ ˈlendɪŋ/
side-saddle|/ˈsaɪd sædl/
succession-planning|/səkˈseʃn plænɪŋ/
dirt-poor|/ˌdɜːt ˈpɔː(r)/
meat-and-potatoes|/ˌmiːt ən pəˈteɪtəʊz/
tear-duct|/ˈtɪə dʌkt/
set-phrase|/ˌset ˈfreɪz/
minimum-wage|/ˌmɪnɪməm ˈweɪdʒ/
tap-dance|/ˈtæp dɑːns/
zero-hour|/ˈzɪərəʊ aʊə(r)/
business-plan|/ˈbɪznəs plæn/
natural-selection|/ˌnætʃrəl sɪˈlekʃn/
health-card|/ˈhelθ kɑːd/
tap-water|/ˈtæp wɔːtə(r)/
electronic-tagging|/ɪˌlektrɒnɪk ˈtæɡɪŋ/
dude-ranch|/ˈduːd rɑːntʃ/
metal-detector|/ˈmetl dɪtektə(r)/
sex-object|/ˈseks ɒbdʒɪkt/
wide-angle-lens|/ˌwaɪd æŋɡl ˈlenz/
minimal-pair|/ˌmɪnɪml ˈpeə(r)/
flight-sergeant|/ˈflaɪt sɑːdʒənt/
oral-history|/ˌɔːrəl ˈhɪstri/
snack-bar|/ˈsnæk bɑː(r)/
self-isolate|/ˌself ˈaɪsəleɪt/
funeral-parlour|/ˈfjuːnərəl pɑːlə(r)/
cart-track|/ˈkɑːt træk/
betting-shop|/ˈbetɪŋ ʃɒp/
paddle-steamer|/ˈpædl stiːmə(r)/
swing-voter|/ˌswɪŋ ˈvəʊtə(r)/
corner-shop|/ˈkɔːnə ʃɒp/
no-fly-zone|/ˌnəʊ ˈflaɪ zəʊn/
valet-parking|/ˌvæleɪ ˈpɑːkɪŋ/
conveyor-belt|/kənˈveɪə belt/
critical-theory|/ˌkrɪtɪkl ˈθɪəri/
full-size|/ˌfʊl ˈsaɪz/
country-dance|/ˌkʌntri ˈdɑːns/
silk-screen|/ˈsɪlk skriːn/
social-democracy|/ˌsəʊʃl dɪˈmɒkrəsi/
word-processor|/ˈwɜːd prəʊsesə(r)/
pocket-money|/ˈpɒkɪt mʌni/
real-tennis|/ˈriːəl tenɪs/
ring-road|/ˈrɪŋ rəʊd/
dual-purpose|/ˌdjuːəl ˈpɜːpəs/
trade-school|/ˈtreɪd skuːl/
bomb-alert|/ˈbɒm əlɜːt/
arranged-marriage|/əˌreɪndʒd ˈmærɪdʒ/
double-jeopardy|/ˌdʌbl ˈdʒepədi/
raw-material|/ˌrɑː məˈtɪəriəl/
agro-industrial|/ˌæɡrəʊ ɪnˈdʌstriəl/
mild-steel|/ˌmaɪld ˈstiːl/
private-school|/ˌpraɪvət ˈskuːl/
safari-park|/səˈfɑːri pɑːk/
sweet-pea|/ˌswiːt ˈpiː/
stirrup-pants|/ˈstɪrəp pænts/
logic-circuit|/ˈlɒdʒɪk sɜːkɪt/
house-warming|/ˈhaʊs wɔːmɪŋ/
public-spending-round|/ˌpʌblɪk ˈspendɪŋ raʊnd/
window-seat|/ˈwɪndəʊ siːt/
fantasy-football|/ˌfæntəsi ˈfʊtbɔːl/
time-trial|/ˈtaɪm traɪəl/
patrol-wagon|/pəˈtrəʊl wæɡən/
bricks-and-mortar|/ˌbrɪks n ˈmɔːtə(r)/
power-breakfast|/ˈpaʊə brekfəst/
second-in-command|/ˌsekənd ɪn kəˈmɑːnd/
dirt-farmer|/ˈdɜːt fɑːmə(r)/
pack-rat|/ˈpæk ræt/
peep-show|/ˈpiːp ʃəʊ/
chicken-feed|/ˈtʃɪkɪn fiːd/
fuel-injection|/ˈfjuːəl ɪndʒekʃn/
common-land|/ˈkɒmən lænd/
title-page|/ˈtaɪtl peɪdʒ/
polyunsaturated-fat|/ˌpɒliʌnˌsætʃəreɪtɪd ˈfæt/
force-feed|/ˌfɔːs ˈfiːd/
mail-drop|/ˈmeɪl drɒp/
shoe-tree|/ˈʃuː triː/
night-time|/ˈnaɪt taɪm/
indirect-question|/ˌɪndərekt ˈkwestʃən/
clear-headed|/ˌklɪə ˈhedɪd/
do-nothing|/ˈduː nʌθɪŋ/
duffel-coat|/ˈdʌfl kəʊt/
mid-range|/ˌmɪd ˈreɪndʒ/
barn-owl|/ˈbɑːn aʊl/
phone-hacker|/ˈfəʊn hækə(r)/
horse-race|/ˈhɔːs reɪs/
rare-earth|/ˌreər ˈɜːθ/
hammer-price|/ˈhæmə praɪs/
income-support|/ˌɪnkəm səˈpɔːt/
patient-zero|/ˌpeɪʃnt ˈzɪərəʊ/
cotton-swab|/ˈkɒtn swɒb/
life-story|/ˈlaɪf stɔːri/
drop-cloth|/ˈdrɒp klɒθ/
money-supply|/ˈmʌni səplaɪ/
red-carpet|/ˌred ˈkɑːpɪt/
phoney-war|/ˌfəʊni ˈwɔː(r)/
muddle-headed|/ˌmʌdl ˈhedɪd/
train-set|/ˈtreɪn set/
modern-language|/ˌmɒdn ˈlæŋɡwɪdʒ/
multiple-personality-disorder|/ˌmʌltɪpl ˌpɜːsəˈnæləti dɪsɔːdə(r)/
daylight-saving-time|/ˌdeɪlaɪt ˈseɪvɪŋ taɪm/
dead-wood|/ˌded ˈwʊd/
prime-rib|/ˌpraɪm ˈrɪb/
tertiary-college|/ˈtɜːʃəri kɒlɪdʒ/
back-catalogue|/ˈbæk kætəlɒɡ/
crab-apple|/ˈkræb æpl/
prog-rock|/ˌprɒɡ ˈrɒk/
geometric-mean|/ˌdʒiːəˌmetrɪk ˈmiːn/
falling-star|/ˌfɔːlɪŋ ˈstɑː(r)/
pruning-shears|/ˈpruːnɪŋ ʃɪəz/
computer-literacy|/kəmˌpjuːtə ˈlɪtərəsi/
chemical-weapon|/ˌkemɪkl ˈwepən/
solvent-abuse|/ˈsɒlvənt əbjuːs/
high-commission|/ˌhaɪ kəˈmɪʃn/
stone-cold|/ˌstəʊn ˈkəʊld/
water-buffalo|/ˈwɔːtə bʌfələʊ/
natural-language-processing|/ˌnætʃrəl ˈlæŋɡwɪdʒ prəʊsesɪŋ/
first-officer|/ˌfɜːst ˈɒfɪsə(r)/
direct-action|/dəˌrekt ˈækʃn/
writing-desk|/ˈraɪtɪŋ desk/
video-game|/ˈvɪdiəʊ ɡeɪm/
right-angled-triangle|/ˌraɪt æŋɡld ˈtraɪæŋɡl/
green-room|/ˈɡriːn ruːm/
post-truth|/ˌpəʊst ˈtruːθ/
market-gardener|/ˌmɑːkɪt ˈɡɑːdnə(r)/
discussion-forum|/dɪˈskʌʃn fɔːrəm/
adrenal-gland|/əˈdriːnl ɡlænd/
cauliflower-ear|/ˌkɒliflaʊər ˈɪə(r)/
child-maintenance|/ˌtʃaɪld ˈmeɪntənəns/
sulphuric-acid|/sʌlˌfjʊərɪk ˈæsɪd/
historical-linguistics|/hɪˌstɒrɪkl lɪŋˈɡwɪstɪks/
open-prison|/ˌəʊpən ˈprɪzn/
ethnic-minority|/ˌeθnɪk maɪˈnɒrəti/
clock-tower|/ˈklɒk taʊə(r)/
clear-away|NA
body-slam|/ˈbɒdi slæm/
belly-laugh|/ˈbeli lɑːf/
second-lieutenant|/ˌsekənd ˌlefˈtenənt/
remote-control|/rɪˌməʊt kənˈtrəʊl/
sausage-meat|/ˈsɒsɪdʒ miːt/
rheumatic-fever|/ruˌmætɪk ˈfiːvə(r)/
picture-messaging|/ˈpɪktʃə mesɪdʒɪŋ/
stage-whisper|/ˌsteɪdʒ ˈwɪspə(r)/
wine-bar|/ˈwaɪn bɑː(r)/
ice-water|/ˈaɪs wɔːtə(r)/
death-wish|/ˈdeθ wɪʃ/
sodium-chloride|/ˌsəʊdiəm ˈklɔːraɪd/
grade-point-average|/ˈɡreɪd pɔɪnt ævərɪdʒ/
pathetic-fallacy|/pəˌθetɪk ˈfæləsi/
team-spirit|/ˌtiːm ˈspɪrɪt/
cash-flow|/ˈkæʃ fləʊ/
ground-rule|/ˈɡraʊnd ruːl/
family-style|/ˈfæməli staɪl/
transcendental-meditation|/ˌtrænsenˌdentl medɪˈteɪʃn/
magic-lantern|/ˌmædʒɪk ˈlæntən/
hormone-replacement-therapy|/ˌhɔːməʊn rɪˈpleɪsmənt θerəpi/
cherry-bomb|/ˈtʃeri bɒm/
property-guardian|/ˈprɒpəti ɡɑːdiən/
rope-ladder|/ˈrəʊp lædə(r)/
foot-fault|/ˈfʊt fɔːlt/
shooting-gallery|/ˈʃuːtɪŋ ɡæləri/
cat-flap|/ˈkæt flæp/
after-party|/ˈɑːftə pɑːti/
bubble-pack|/ˈbʌbl pæk/
pencil-case|/ˈpensl keɪs/
brain-freeze|/ˈbreɪn friːz/
moral-victory|/ˌmɒrəl ˈvɪktəri/
foliar-feed|/ˈfəʊliə fiːd/
bolt-action|/ˈbəʊlt ækʃn/
statute-of-limitations|/ˌstætʃuːt əv lɪmɪˈteɪʃnz/
pressure-cooker|/ˈpreʃə kʊkə(r)/
whizz-kid|/ˈwɪz kɪd/
lower-school|/ˈləʊə skuːl/
gold-digger|/ˈɡəʊld dɪɡə(r)/
occupational-therapy|/ˌɒkjuˌpeɪʃənl ˈθerəpi/
conditional-discharge|/kənˌdɪʃənl ˈdɪstʃɑːdʒ/
double-click|/ˌdʌbl ˈklɪk/
low-pitched|/ˌləʊ ˈpɪtʃt/
scatter-diagram|/ˈskætə daɪəɡræm/
non-committal|/ˌnɒn kəˈmɪtl/
hunter-gatherer|/ˌhʌntə ˈɡæðərə(r)/
fish-finger|/ˌfɪʃ ˈfɪŋɡə(r)/
jet-engine|/ˈdʒet endʒɪn/
hard-left|/ˌhɑːd ˈleft/
country-dancing|/ˌkʌntri ˈdɑːnsɪŋ/
face-cream|/ˈfeɪs kriːm/
bottle-party|/ˈbɒtl pɑːti/
sort-code|/ˈsɔːt kəʊd/
picture-postcard|/ˌpɪktʃə ˈpəʊstkɑːd/
national-anthem|/ˌnæʃnəl ˈænθəm/
sea-lion|/ˈsiː laɪən/
figure-skating|/ˈfɪɡə skeɪtɪŋ/
presiding-officer|/prɪˌzaɪdɪŋ ˈɒfɪsə(r)/
ski-pants|/ˈskiː pænts/
hand-picked|/ˌhænd ˈpɪkt/
child-abuse|/ˈtʃaɪld əbjuːs/
soft-toy|/ˌsɒft ˈtɔɪ/
assistance-dog|/əˈsɪstəns dɒɡ/
melting-point|/ˈmeltɪŋ pɔɪnt/
equal-opportunities|/ˌiːkwəl ˌɒpəˈtjuːnətiz/
cottage-loaf|/ˌkɒtɪdʒ ˈləʊf/
home-fries|/ˈhəʊm fraɪz/
lipstick-lesbian|/ˌlɪpstɪk ˈlezbiən/
object-lesson|/ˈɒbdʒɪkt lesn/
tag-sale|/ˈtæɡ seɪl/
back-office|/ˌbæk ˈɒfɪs/
ice-skate|/ˈaɪs skeɪt/
gold-plated|/ˌɡəʊld ˈpleɪtɪd/
frat-boy|/ˈfræt bɔɪ/
carving-knife|/ˈkɑːvɪŋ naɪf/
juvenile-court|/ˌdʒuːvənaɪl ˈkɔːt/
occupational-therapist|/ˌɒkjuˌpeɪʃənl ˈθerəpɪst/
forward-slash|/ˈfɔːwəd slæʃ/
hearing-aid|/ˈhɪərɪŋ eɪd/
solicitor-advocate|/səˌlɪsɪtər ˈædvəkət/
stomach-ache|/ˈstʌmək eɪk/
sponge-pudding|/ˌspʌndʒ ˈpʊdɪŋ/
water-park|/ˈwɔːtə pɑːk/
mercy-killing|/ˈmɜːsi kɪlɪŋ/
north-country|/ˈnɔːθ kʌntri/
changing-table|/ˈtʃeɪndʒɪŋ teɪbl/
mashed-potato|/ˌmæʃt pəˈteɪtəʊ/
small-minded|/ˌsmɔːl ˈmaɪndɪd/
lip-sync|/ˈlɪp sɪŋk/
smelling-salts|/ˈsmelɪŋ sɔːlts/
old-school-tie|/ˌəʊld skuːl ˈtaɪ/
weather-station|/ˈweðə steɪʃn/
blank-call|/ˌblæŋk ˈkɔːl/
power-tool|/ˈpaʊə tuːl/
pinch-hit|/ˈpɪntʃ hɪt/
mystery-play|/ˈmɪstri pleɪ/
chili-dog|/ˈtʃɪli dɒɡ/
stamping-ground|/ˈstæmpɪŋ ɡraʊnd/
bus-pass|/ˈbʌs pɑːs/
mechanical-pencil|/məˌkænɪkl ˈpensl/
keep-fit|/ˌkiːp ˈfɪt/
pole-dancer|/ˈpəʊl dɑːnsə(r)/
mood-music|/ˈmuːd mjuːzɪk/
breath-test|/ˈbreθ test/
two-way|/ˌtuː ˈweɪ/
asylum-seeker|/əˈsaɪləm siːkə(r)/
red-wine|/ˌred ˈwaɪn/
subordinate-clause|/səˌbɔːdɪnət ˈklɔːz/
constitutional-monarchy|/ˌkɒnstɪˌtjuːʃənl ˈmɒnəki/
seed-corn|/ˈsiːd kɔːn/
gum-tree|/ˈɡʌm triː/
bachelor-pad|/ˈbætʃələ pæd/
double-vision|/ˌdʌbl ˈvɪʒn/
tracing-paper|/ˈtreɪsɪŋ peɪpə(r)/
broad-based|/ˌbrɔːd ˈbeɪst/
crash-land|/ˈkræʃ lænd/
brown-ale|/ˌbraʊn ˈeɪl/
pub-crawl|/ˈpʌb krɔːl/
data-projector|/ˈdeɪtə prədʒektə(r)/
hot-shoe|/ˈhɒt ʃuː/
blood-count|/ˈblʌd kaʊnt/
wage-slave|/ˈweɪdʒ sleɪv/
persistent-vegetative-state|/pəˌsɪstənt ˌvedʒɪtətɪv ˈsteɪt/
snow-job|/ˈsnəʊ dʒɒb/
top-hole|/ˌtɒp ˈhəʊl/
special-delivery|/ˌspeʃl dɪˈlɪvəri/
zoological-garden|/ˌzuːəˌlɒdʒɪkl ˈɡɑːdn/
primary-source|/ˈpraɪməri sɔːs/
community-service|/kəˌmjuːnəti ˈsɜːvɪs/
local-radio|/ˌləʊkl ˈreɪdiəʊ/
mealy-mouthed|/ˌmiːli ˈmaʊðd/
dessert-wine|/dɪˈzɜːt waɪn/
white-sauce|/ˌwaɪt ˈsɔːs/
smoke-free|/ˌsməʊk ˈfriː/
high-life|/ˈhaɪ laɪf/
bitter-lemon|/ˌbɪtə ˈlemən/
breast-pocket|/ˌbrest ˈpɒkɪt/
face-value|/ˌfeɪs ˈvæljuː/
light-meter|/ˈlaɪt miːtə(r)/
inertia-reel|/ɪˈnɜːʃə riːl/
life-changing|/ˈlaɪf tʃeɪndʒɪŋ/
high-minded|/ˌhaɪ ˈmaɪndɪd/
private-parts|/ˌpraɪvət ˈpɑːts/
spun-sugar|/ˌspʌn ˈʃʊɡə(r)/
nail-file|/ˈneɪl faɪl/
angle-grinder|/ˈæŋɡl ɡraɪndə(r)/
life-support|/ˌlaɪf səˈpɔːt/
volte-face|/ˌvɒlt ˈfɑːs/
theatre-nurse|/ˈθɪətə nɜːs/
page-proof|/ˈpeɪdʒ pruːf/
assembly-line|/əˈsembli laɪn/
trash-talk|/ˈtræʃ tɔːk/
peace-loving|/ˈpiːs lʌvɪŋ/
double-figures|/ˌdʌbl ˈfɪɡəz/
first-time-buyer|/ˌfɜːst taɪm ˈbaɪə(r)/
tax-return|/ˈtæks rɪtɜːn/
box-set|/ˈbɒks set/
sound-bite|/ˈsaʊnd baɪt/
half-baked|/ˌhɑːf ˈbeɪkt/
self-report|/ˌself rɪˈpɔːt/
preferred-provider-organization|/prɪˌfɜːd prəˈvaɪdər ɔːɡənaɪzeɪʃn/
big-band|/ˈbɪɡ bænd/
natural-law|/ˌnætʃrəl ˈlɔː/
folk-singer|/ˈfəʊk sɪŋə(r)/
stumbling-block|/ˈstʌmblɪŋ blɒk/
fox-hunt|/ˈfɒks hʌnt/
nitric-acid|/ˌnaɪtrɪk ˈæsɪd/
critical-thinking|/ˌkrɪtɪkl ˈθɪŋkɪŋ/
house-organ|/ˈhaʊs ɔːɡən/
electrical-engineering|/ɪˌlektrɪkl endʒɪˈnɪərɪŋ/
gall-bladder|/ˈɡɔːl blædə(r)/
secondary-school|/ˈsekəndri skuːl/
borderline-personality-disorder|/ˌbɔːdəlaɪn pɜːsəˈnæləti dɪsɔːdə(r)/
double-cream|/ˌdʌbl ˈkriːm/
arch-rival|/ˌɑːtʃ ˈraɪvl/
timber-yard|/ˈtɪmbə jɑːd/
air-rage|/ˈeə reɪdʒ/
dive-bomber|/ˈdaɪv bɒmə(r)/
informed-consent|/ɪnˌfɔːmd kənˈsent/
musical-chairs|/ˌmjuːzɪkl ˈtʃeəz/
fatty-acid|/ˌfæti ˈæsɪd/
graduate-assistant|/ˌɡrædʒuət əˈsɪstənt/
stepping-stone|/ˈstepɪŋ stəʊn/
hip-hop|/ˈhɪp hɒp/
brake-pad|/ˈbreɪk pæd/
thin-skinned|/ˌθɪn ˈskɪnd/
cycle-path|/ˈsaɪkl pɑːθ/
clip-joint|/ˈklɪp dʒɔɪnt/
ready-money|/ˌredi ˈmʌni/
executive-summary|/ɪɡˌzekjətɪv ˈsʌməri/
red-hot|/ˌred ˈhɒt/
goodwill-ambassador|/ˌɡʊdwɪl æmˈbæsədə(r)/
slide-projector|/ˈslaɪd prədʒektə(r)/
neural-network|/ˌnjʊərəl ˈnetwɜːk/
on-demand|/ˌɒn dɪˈmɑːnd/
founder-member|/ˌfaʊndə ˈmembə(r)/
pale-ale|/ˌpeɪl ˈeɪl/
standing-order|/ˌstændɪŋ ˈɔːdə(r)/
web-page|/ˈweb peɪdʒ/
formic-acid|/ˌfɔːmɪk ˈæsɪd/
greenhouse-gas|/ˌɡriːnhaʊs ˈɡæs/
bottom-feeder|/ˈbɒtəm fiːdə(r)/
false-alarm|/ˌfɔːls əˈlɑːm/
single-bed|/ˈsɪŋɡl bed/
soil-science|/ˈsɔɪl saɪəns/
fire-engine|/ˈfaɪər endʒɪn/
interior-decoration|/ɪnˌtɪəriə dekəˈreɪʃn/
interval-training|/ˈɪntəvl treɪnɪŋ/
alt-rock|/ˌɔːlt ˈrɒk/
sick-headache|/ˌsɪk ˈhedeɪk/
general-practitioner|/ˌdʒenrəl prækˈtɪʃənə(r)/
sash-window|/ˌsæʃ ˈwɪndəʊ/
nature-strip|/ˈneɪtʃə strɪp/
preferred-pronoun|/prɪˌfɜːd ˈprəʊnaʊn/
riot-police|/ˈraɪət pəliːs/
penalty-spot|/ˈpenəlti spɒt/
rock-candy|/ˌrɒk ˈkændi/
paper-girl|/ˈpeɪpə ɡɜːl/
longshore-drift|/ˌlɒŋʃɔː ˈdrɪft/
capital-goods|/ˈkæpɪtl ɡʊdz/
grease-monkey|/ˈɡriːs mʌŋki/
school-age|/ˈskuːl eɪdʒ/
big-gun|/ˌbɪɡ ˈɡʌn/
quota-system|/ˈkwəʊtə sɪstəm/
safari-suit|/səˈfɑːri suːt/
wild-goose-chase|/ˌwaɪld ˈɡuːs tʃeɪs/
gender-expression|/ˈdʒendər ɪkspreʃn/
snare-drum|/ˈsneə drʌm/
virtue-signalling|/ˈvɜːtʃuː sɪɡnəlɪŋ/
wind-chimes|/ˈwɪnd tʃaɪmz/
cage-fighting|/ˈkeɪdʒ faɪtɪŋ/
breast-pump|/ˈbrest pʌmp/
matter-of-fact|/ˌmætər əv ˈfækt/
brown-recluse|/ˌbraʊn rɪˈkluːs/
war-criminal|/ˈwɔː krɪmɪnl/
crunch-time|/ˈkrʌntʃ taɪm/
trump-card|/ˈtrʌmp kɑːd/
self-selection|/ˌself sɪˈlekʃn/
interior-monologue|/ɪnˌtɪəriə ˈmɒnəlɒɡ/
heart-rate|/ˈhɑːt reɪt/
agent-noun|/ˈeɪdʒənt naʊn/
cold-cash|/ˌkəʊld ˈkæʃ/
loss-leader|/ˈlɒs liːdə(r)/
golden-section|/ˌɡəʊldən ˈsekʃn/
marching-season|/ˈmɑːtʃɪŋ siːzn/
self-destructive|/ˌself dɪˈstrʌktɪv/
short-haul|/ˈʃɔːt hɔːl/
cold-hearted|/ˌkəʊld ˈhɑːtɪd/
accident-and-emergency|/ˌæksɪdənt ən ɪˈmɜːdʒənsi/
door-furniture|/ˈdɔː fɜːnɪtʃə(r)/
big-government|/ˌbɪɡ ˈɡʌvənmənt/
licensing-laws|/ˈlaɪsnsɪŋ lɔːz/
wedding-cake|/ˈwedɪŋ keɪk/
reverse-charge|/rɪˌvɜːs ˈtʃɑːdʒ/
chemical-warfare|/ˌkemɪkl ˈwɔːfeə(r)/
top-notch|/ˌtɒp ˈnɒtʃ/
safe-sex|/ˌseɪf ˈseks/
gold-farmer|/ˈɡəʊld fɑːmə(r)/
ill-mannered|/ˌɪl ˈmænəd/
afternoon-tea|/ˌɑːftənuːn ˈtiː/
budget-account|/ˈbʌdʒɪt əkaʊnt/
lame-duck|/ˌleɪm ˈdʌk/
chopping-block|/ˈtʃɒpɪŋ blɒk/
opening-time|/ˈəʊpənɪŋ taɪm/
appeal-court|/əˈpiːl kɔːt/
